Shape,SYSTEM,DESCRIPTIO,PARENTID,GISPROPNUM,OMPPROPID,NAME,BATHROOM,COMFORTSTA,BUILDINGTY,Shape_Length,Shape_Area
"(40.86973867100005, -73.85266187999991)",X156-BLG0926,Eastchester Gardens Playground-Building,X156,X156,X156,Comfort Station, , ,BATHROOM,81.32468186,413.3795919
"(40.866114216000085, -73.86866258599991)",X087-BLG0927,Louis Zimmerman Playground-Building,X087,X087,X087,Comfort Station, , ,BATHROOM,132.2754112,971.917791
"(40.84881246800006, -73.85203303799995)",X163-BLG0928,Alfred Loreto Playground-Building,X163,X163,X163,Comfort Station, , ,BATHROOM,81.60836239,416.1955494
"(40.88044858000006, -73.86172627399992)",X169-BLG0929,Agnes Haywood Playground-Building,X169,X169,X169,Comfort Station, , ,BATHROOM,83.27124362,433.3765776
"(40.88437781500005, -73.86703548399993)",X004-BLG0930,Bronx River Parkway-Building,X004,X004,X004,Comfort Station, , ,BATHROOM,108.9131529,723.2782284
"(40.90181350000006, -73.85475452499992)",X188-BLG0931,Ps 16 Playground-Building,X188,X188,X188,Comfort Station, , ,BATHROOM,77.82798385,378.5337883
"(40.87351866200004, -73.8678641539999)",X214-BLG0932,Ps 41 Playground-Building,X214,X214,X214,Comfort Station, , ,BATHROOM,84.15157717,442.5176518
"(40.884044009000036, -73.84516276399995)",X165-BLG0933,Edenwald Houses Playground Ps 112-Building,X165,X165,X165,Comfort Station, , ,BATHROOM,82.24926575,422.8032979
"(40.87303042100007, -73.87114390699992)",X002-14-BLG0934,Bronx River Parkway-Rosewood Playground-Building,X002-14,X004,X002-14,Comfort Station, , ,BATHROOM,110.6088045,748.1049671
"(40.89079475300008, -73.8640236359999)",X004-01-BLG0936,Bronx River Parkway-227st Playground-Building,X004-01,X004,X004-01,Comfort Station, , ,BATHROOM,81.73615854,417.312998
"(40.873550366000075, -73.8393700229999)",X196-BLG0938,Haffen Park-Building,X196,X196,X196,Comfort Station, , ,BATHROOM,201.9946938,2327.447286
"(40.874632371000075, -73.86538727099992)",X161-BLG0939,Gun Hill Houses Playground-Building,X161,X161,X161,Comfort Station, , ,BATHROOM,93.66400769,548.244844
"(40.88558194600006, -73.83924213799992)",X193-BLG0940,Jhs 142/john Philip Sousa Playground-Building,X193,X193,X193,STARS & STRIPES PLG, , ,COMFORT STATION,102.9753617,655.3228013
"(40.88766663700005, -73.85880229999992)",X141-BLG0941,Ps 21 Playground-Building,X141,X141,X141,Comfort Station, , ,BATHROOM,89.28551857,496.982894
"(40.88515207700004, -73.89061174299991)",X092-05-BLG0943,Van Cortlandt Park-Van Cortlandt Classic Playground-Building,X092-05,X092,X092-05,Comfort Station, , ,BATHROOM,85.49169948,456.5889497
"(40.889006504000065, -73.89257661699992)",X092-ZN16-BLG0946,Van Cortlandt Park-Van Cortlandt Golf House & Lower Putnam Trail-Building,X092-ZN16,X092,X092-ZN16,VAN CORTLANDT GOLF HOUSE, , ,BATHROOM,416.0737501,6988.341394
"(40.88989860200007, -73.88127584599994)",X092-ZN12-BLG0948,Van Cortlandt Park-Allen Shandler Rec Area-Building,X092-ZN12,X092,X092-ZN12,Shandler Comfort, , ,BATHROOM,82.57201843,426.1105351
"(40.900870732000044, -73.8926722189999)",X092-ZN07-BLG0949,Van Cortlandt Park-Stables Area-Building,X092-ZN07,X092,X092-ZN07,Rockwood Dr Comfort, , ,BATHROOM,103.9626645,647.1377433
"(40.895904629000086, -73.87905626999992)",X092-ZN11-BLG0961,Van Cortlandt Park-Indian Memorial To Indian Field-Building,X092-ZN11,X092,X092-ZN11,INDIAN FIELD Comfort, , ,BATHROOM,112.1029825,725.1420237
"(40.88872474700008, -73.89782846999992)",X092-ZN02-BLG0962,Van Cortlandt Park-Van Cortlandt Stadium-Building,X092-ZN02,X092,X092-ZN02,VC STADIUM, , ,BATHROOM,1116.885431,15297.08327
"(40.890114947000086, -73.89681982899992)",X092-ZN03-BLG0965,Van Cortlandt Park-Uc Pool-Building,X092-ZN03,X092,X092-ZN03,Pool Building, , ,BATHROOM,287.6914702,4015.357167
"(40.89033447700007, -73.89634594099994)",X092-ZN03-BLG0969,Van Cortlandt Park-Uc Pool-Building,X092-ZN03,X092,X092-ZN03,MENS LOCKER, , ,BATHROOM,430.5911236,5790.732093
"(40.88711396700006, -73.88049876199995)",X092-BLG0972,Van Cortlandt Park-Building,X092,X092,X092,GOLF MAIN HOUSE, , ,BATHROOM,327.6256014,5032.879563
"(40.71594043200008, -73.9373354409999)",B025-BLG0975,Cooper Park-Building,B025,B025,B025,Comfort Station, , ,BATHROOM,90.15365112,507.9400001
"(40.70577764500007, -73.94720021299992)",B055-BLG0976,Frances Hamburger Sternberg Park-Building,B055,B055,B055,Comfort Station, , ,BATHROOM,144.7007594,1086.78973
"(40.709663370000044, -73.95583634499991)",B223Pc-BLG0978,Rodney Park South-Building,B223Pc,B223Pc,B223Pc,Comfort Station, , ,BATHROOM,84.79207412,449.2709042
"(40.71339185800008, -73.95443450499994)",B223R-BLG0979,Jaime Campiz Playground-Building,B223R,B223R,B223R,Comfort Station, , ,BATHROOM,86.15070795,463.8439149
"(40.70610448700006, -73.96241680199995)",B264-BLG0981,Ps 16 Playground-Building,B264,B264,B264,Comfort Station, , ,BATHROOM,84.22453471,440.7303289
"(40.72870404300005, -73.95765951299995)",B001-BLG0989,American Playground-Building,B001,B001,B001,Comfort Station, , ,BATHROOM,78.87603934,388.5094819
"(40.708065409000085, -73.96407477399993)",B142-BLG0990,Bedford Playground-Building,B142,B142,B142,Comfort Station, , ,BATHROOM,80.80854038,408.0522341
"(40.701734169000076, -73.93952231599991)",B310-BLG0992,Bushwick Houses Playground & Pool-Building,B310,B310,B310,Bushwick Plg, , ,BATHROOM,97.19032697,589.0361161
"(40.724786797000036, -73.94350920599993)",B114-BLG0993,Monsignor Mcgolrick Park-Building,B114,B114,B114,Comfort Station, , ,BATHROOM,90.20848823,508.2554731
"(40.715213187000074, -73.96392222899993)",B124-BLG0995,"Ps 84, William Sheridan Playground-Building",B124,B124,B124,Comfort Station, , ,BATHROOM,124.2137668,877.2722257
"(40.71052794000008, -73.95979837499993)",B167-BLG0996,La Guardia Playground-Building,B167,B167,B167,Comfort Station, , ,BATHROOM,86.1134407,463.4040502
"(40.700663682000084, -73.94595627199993)",B286-BLG0997,Ps 168 Playground-Building,B286,B286,B286,Comfort Station, , ,BATHROOM,85.43160868,456.0950584
"(40.70189086900007, -73.93966498299994)",B310-BLG0998,Bushwick Houses Playground & Pool-Building,B310,B310,B310,Comfort Station, , ,BATHROOM,422.6905355,5610.683215
"(40.697618900000066, -73.97931613499992)",B021-BLG1001,Cdr John Barry Park & Playground-Building,B021,B021,B021,Comfort Station, , ,BATHROOM,140.8187378,1200.715562
"(40.69019521600006, -73.97053947099994)",B253-BLG1010,Albert Lysander Parham Playground-Building,B253,B253,B253,Comfort Station, , ,BATHROOM,83.0003551,430.3400923
"(40.701098398000056, -73.9954118249999)",B223F-BLG1011,E R Squibb Park-Building,B223F,B223F,B223F,Comfort Station, , ,BATHROOM,95.27943654,567.0764816
"(40.69630823700004, -73.99758355799992)",B222-BLG1012,Pierrepont Playground-Building,B222,B222,B222,Comfort Station, , ,BATHROOM,83.89274616,439.7433546
"(40.692299999000056, -73.97725067899995)",B032-01-BLG1014,Fort Greene Park-Fort Greene Playground-Building,B032-01,B032,B032-01,Comfort Station, , ,BATHROOM,86.48019797,467.2970549
"(40.68852814100006, -73.96677305199995)",B259-BLG1015,Underwood Park-Building,B259,B259,B259,Comfort Station, , ,BATHROOM,80.79180437,407.3808963
"(40.686659536000036, -73.9809381959999)",B137-BLG1017,Playground-Building,B137,B137,B137,Comfort Station, , ,BATHROOM,138.0924902,1070.388672
"(40.692629863000036, -73.96217690199995)",B292-BLG1018,Playground (pratt)-Building,B292,B292,B292,Comfort Station, , ,BATHROOM,71.51041018,307.3779774
"(40.69260852700006, -73.96230337299994)",B292-BLG1019,Playground (pratt)-Building,B292,B292,B292,PRATT, , ,BATHROOM,64.517816,253.1373185
"(40.68633595500006, -73.96586731299993)",B301-BLG1022,Ps 11 Playground-Building,B301,B301,B301,Comfort Station, , ,BATHROOM,82.1234042,420.1954464
"(40.681543056000066, -73.95919405199993)",B102-BLG1023,Crispus Attucks Playground-Building,B102,B102,B102,CRISPIS ATTUCKS, , ,BATHROOM,135.3313401,998.9566285
"(40.69537827600004, -73.96663999999993)",B220-BLG1024,Playground (washington & Hall)-Building,B220,B220,B220,Comfort Station, , ,BATHROOM,83.77896406,438.4718658
"(40.69375490900006, -73.9716456829999)",B300-BLG1025,Ps 46 Edward C Blum Playground-Building,B300,B300,B300,Comfort Station, , ,BATHROOM,75.95928117,346.571863
"(40.68920797900006, -73.97175937799994)",B321-BLG1026,Jhs 294 Playground-Building,B321,B321,B321,Comfort Station, , ,BATHROOM,86.13675839,462.8482765
"(40.69707985600007, -73.94863580299995)",B298-BLG1027,Ps 297 Playground-Building,B298,B298,B298,Comfort Station, , ,BATHROOM,86.27860448,465.1982213
"(40.682014253000034, -73.94427136099995)",B262-BLG1028,Jhs 258 Playground-Building,B262,B262,B262,Comfort Station, , ,BATHROOM,85.32333548,454.7979682
"(40.68786920600007, -73.9255033309999)",B224-BLG1029,Ps 309 Playground-Building,B224,B224,B224,Comfort Station, , ,BATHROOM,96.1085978,562.1925113
"(40.69444733000006, -73.94671910399995)",B348-BLG1030,Ps 23 Playground-Building,B348,B348,B348,Comfort Station, , ,BATHROOM,93.11174167,541.8604827
"(40.68064355000007, -73.92271890399991)",B258-BLG1032,Brevoort Houses Playground-Building,B258,B258,B258,Comfort Station, , ,BATHROOM,78.97438071,389.0340827
"(40.680190904000085, -73.92732191999994)",B294-BLG1033,Jackie Robinson Park-Building,B294,B294,B294,Comfort Station, , ,BATHROOM,83.65559681,437.3842589
"(40.69718431400008, -73.94283226699991)",B263-BLG1034,Ps 59 Sumner Houses Playground-Building,B263,B263,B263,SUMNER PLG, , ,BATHROOM,80.05367952,400.0659812
"(40.67982649900006, -73.93164364499995)",B038-BLG1035,Fulton Park-Building,B038,B038,B038,Comfort Station, , ,BATHROOM,242.5999257,1907.346497
"(40.678771949000065, -73.94197219099993)",B225-BLG1037,St Andrew's Playground-Building,B225,B225,B225,Comfort Station, , ,BATHROOM,81.25744934,411.6366095
"(40.68212351500006, -73.95535605299995)",B237-BLG1038,Hancock Playground-Building,B237,B237,B237,HANCOCK PLG, , ,BATHROOM,115.9131017,825.8771692
"(40.68505738200008, -73.91906544799991)",B079-BLG1040,Saratoga Square Park-Building,B079,B079,B079,Comfort Station, , ,BATHROOM,162.7385295,1427.167993
"(40.691601491000085, -73.93248478099991)",B269-BLG1043,Ps 26 & Jhs 57 Playground-Building,B269,B269,B269,Comfort Station, , ,BATHROOM,80.54852649,404.9843828
"(40.68557715800006, -73.94641329099994)",B323-BLG1045,Ps 305 Playground-Building,B323,B323,B323,Comfort Station, , ,BATHROOM,84.39125417,445.1080895
"(40.70027081400008, -73.9285202559999)",B334-BLG1050,Is 111 Playground-Building,B334,B334,B334,Comfort Station, , ,BATHROOM,79.40039273,393.179249
"(40.69505230700008, -73.91861987699991)",B139-BLG1051,Heckscher Playground-Building,B139,B139,B139,Comfort Station, , ,BATHROOM,86.76243228,470.4026335
"(40.70293127600007, -73.92400931999993)",B016-BLG1053,Maria Hernandez Park-Building,B016,B016,B016,Comfort Station, , ,BATHROOM,127.3222686,973.2597803
"(40.68326622700005, -73.90500337399993)",B131-BLG1054,Stephen A Rudd Playground-Building,B131,B131,B131,Comfort Station, , ,BATHROOM,100.4667983,614.1756955
"(40.687978258000044, -73.91115882799994)",B307-BLG1055,Jhs 296 Playground-Building,B307,B307,B307,Comfort Station, , ,BATHROOM,85.50146899,456.8688036
"(40.67070369500004, -73.87112592599993)",B103-BLG1056,Cyprus Hills Houses Playground-Building,B103,B103,B103,Comfort Station, , ,BATHROOM,121.1860087,874.5976587
"(40.667383107000035, -73.89022837499994)",B056-BLG1059,Dr Martin Luther King Jr Park-Building,B056,B056,B056,Comfort Station, , ,BATHROOM,81.0858827,410.7723423
"(40.67945912400006, -73.87617266899991)",B141-BLG1060,E N Y Vocational Hs Playground-Building,B141,B141,B141,Comfort Station, , ,BATHROOM,158.0177701,1460.664092
"(40.65820320100005, -73.88747499199991)",B214-01-BLG1061,"Jhs 166, Linden Playground-Linden Park-Building",B214-01,B214,B214-01,Comfort Station, , ,BATHROOM,100.4613318,608.355075
"(40.66541605700007, -73.8860573959999)",B261-BLG1062,Playground-Building,B261,B261,B261,Comfort Station, , ,BATHROOM,82.78814989,428.0225293
"(40.677585752000084, -73.8842381149999)",B163-BLG1063,"Is 302, Sperandeo Bros Playground-Building",B163,B163,B163,Comfort Station, , ,BATHROOM,82.09285281,421.145323
"(40.66645108500006, -73.86254563099993)",B309-BLG1065,Louis H Pink Houses Playground-Building,B309,B309,B309,Comfort Station, , ,BATHROOM,96.76600169,585.1954029
"(40.65573703400008, -73.88684456899995)",B345-BLG1066,Ps 306 Playground-Building,B345,B345,B345,Comfort Station, , ,BATHROOM,80.82563944,383.1857082
"(40.68076256300009, -73.99478768999995)",B019-BLG1067,Carroll Park-Building,B019,B019,B019,Comfort Station, , ,BATHROOM,209.232283,1786.056942
"(40.689615967000066, -73.9995423769999)",B050-BLG1072,Van Voorhees Park-Building,B050,B050,B050,Comfort Station, , ,BATHROOM,86.12590221,463.5406433
"(40.67283669900007, -74.00784035099991)",B126-ZN03-BLG1073,Red Hook Recreation Area-Red Hook Park - Zone 3-Building,B126-ZN03,B126,B126-ZN03,RED HOOK PARK ZN3, , ,BATHROOM,155.7532489,1496.997426
"(40.68049983900005, -74.00195989999992)",B223B-BLG1075,Playground-Building,B223B,B223B,B223B,DIMATTINA PLG, , ,BATHROOM,83.63830426,436.8752027
"(40.68471613300005, -73.98782396099995)",B230-BLG1077,Gowanus Houses Playground-Building,B230,B230,B230,GAWANUS PLG, , ,BATHROOM,84.68070844,448.0366973
"(40.67709426400006, -74.00869796399991)",B077-BLG1078,Red Hook Park-Building,B077,B077,B077,Comfort Station, , ,BATHROOM,203.7799012,2577.068627
"(40.66748856700008, -73.92537348399992)",B054-ZN03-BLG1090,Lincoln Ter/ Arthur S. Somers-Lincoln Terrace Park / Arthur S. Somers Zone 3-Bu*,B054-ZN03,B054,B054-ZN03,Comfort Station, , ,BATHROOM,100.321963,610.5175424
"(40.67480199800008, -73.9291917459999)",B364-BLG1091,Ps 335 Playground-Building,B364,B364,B364,Comfort Station, , ,BATHROOM,80.22271679,402.0943657
"(40.67500582900004, -73.96227674599993)",B350-BLG1094,Ps 316 Playground-Building,B350,B350,B350,STROUD PLG, , ,BATHROOM,74.65313217,321.4720895
"(40.66630894300005, -73.9275211229999)",B054-BLG1095,Lincoln Ter/ Arthur S. Somers-Building,B054,B054,B054,Comfort Station, , ,BATHROOM,125.9210223,959.7923175
"(40.659147965000045, -73.94468635599992)",B254-BLG1097,George Wingate Hs Playground-Building,B254,B254,B254,Comfort Station, , ,BATHROOM,222.6228281,2512.716442
"(40.66258174300009, -73.94070493699991)",B193-BLG1098,Alex Hamilton-metz Mem Field-Building,B193,B193,B193,Comfort Station, , ,BATHROOM,101.2542853,618.3766258
"(40.65648765800006, -73.95483196499993)",B267-BLG1099,Ps 92 Playground-Building,B267,B267,B267,Comfort Station, , ,BATHROOM,81.59012088,415.6898801
"(40.66345168300006, -73.9499374639999)",B284-BLG1100,Jhs 61 Playground-Building,B284,B284,B284,Comfort Station, , ,BATHROOM,82.61846632,426.5425322
"(40.66582305800006, -73.95885344099992)",B357-BLG1101,Is 320 Playground-Building,B357,B357,B357,Comfort Station, , ,BATHROOM,83.85935778,439.5203365
"(40.63196766500005, -74.03877699999993)",B082-ZN02-BLG1104,Shore Road Park-Shore Road Park - Zone 2-Building,B082-ZN02,B082,B082-ZN02,Comfort Station, , ,BATHROOM,196.5084794,1726.006002
"(40.61441456500006, -74.02943869099994)",B210W-03-BLG1105,John J Carty Park-John J Carty Park-Building,B210W-03,B210W,B210W-03,Comfort Station, , ,BATHROOM,202.6003421,2261.593489
"(40.61192018200006, -74.03570106799992)",B082-ZN04-BLG1106,Shore Road Park-Shore Road Park - Zone 4-Building,B082-ZN04,B082,B082-ZN04,3rd Av Comfort, , ,BATHROOM,139.4645795,1119.940987
"(40.61609316900007, -74.03965197499991)",B082-ZN05-BLG1107,Shore Road Park-Shore Road Park - Zone 5-Building,B082-ZN05,B082,B082-ZN05,Comfort Station, , ,BATHROOM,299.1860643,3653.584798
"(40.615070339000056, -74.01748403699992)",B028-BLG1110,Dyker Beach Park-Building,B028,B028,B028,DYKER 86TH ST, , ,BATHROOM,413.3629347,4079.83216
"(40.626486671000066, -74.01673066899991)",B060-BLG1111,Mckinley Park-Building,B060,B060,B060,Comfort Station, , ,BATHROOM,156.5814462,1522.197487
"(40.63541657600007, -74.01934884899993)",B052-BLG1113,Leif Ericson Park & Square-Building,B052,B052,B052,Comfort Station, , ,BATHROOM,115.2095373,809.0692893
"(40.62641952900009, -74.03637587299994)",B192-BLG1115,Russell Pederson Playground-Building,B192,B192,B192,Comfort Station, , ,BATHROOM,121.5408431,876.2757346
"(40.595739578000064, -74.00095355999991)",B007-BLG1119,Bensonhurst Park-Building,B007,B007,B007,Comfort Station ?, , ,Comfort,84.05958912,400.951127
"(40.60886742000008, -74.00000453099995)",B158-BLG1121,Giuseppe Garibaldi Playground-Building,B158,B158,B158,Comfort Station, , ,BATHROOM,99.37466941,598.5923042
"(40.60221050500007, -74.00271663299992)",B277-BLG1122,Ps 200 Playground-Building,B277,B277,B277,Comfort Station, , ,BATHROOM,341.1338401,6249.746333
"(40.63672371500007, -74.00076206199992)",B152-BLG1123,Betty K. Rappaport Playground-Building,B152,B152,B152,Comfort Station, , ,BATHROOM,106.7580251,608.7776138
"(40.62393009500005, -73.98493339499993)",B042-01-BLG1124,Gravesend Park-Gravesend Park-Building,B042-01,B042,B042-01,Comfort Station, , ,BATHROOM,91.80238224,498.8296558
"(40.64606175800009, -73.98046197199994)",B297-BLG1127,Ps 230 Playground-Building,B297,B297,B297,ALBEMARLE PARK, , ,BATHROOM,90.68441247,511.2155163
"(40.60997698700004, -73.96961747599994)",B128-BLG1128,Col David Marcus Mem Playground-Building,B128,B128,B128,Comfort Station, , ,BATHROOM,158.83217,1224.322649
"(40.576962422000065, -73.9703015849999)",B337-BLG1129,Ps 100 Playground-Building,B337,B337,B337,Comfort Station, , ,BATHROOM,161.8224074,1451.818169
"(40.57538598000008, -73.97287441299994)",B080-BLG1137,Asser Levy Park & Aquarium-Building,B080,B080,B080,ASSER LEVY, , ,BATHROOM,79.40222256,394.0199073
"(40.57516554600005, -73.95802201999993)",B169-ZN01B-BLG1141,Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b-Building,B169-ZN01B,B169,B169-ZN01B,NEW BRIGHTON Comfort, , ,BATHROOM,311.2130153,4942.248528
"(40.57242320800009, -73.98792770799992)",B169-ZN06B-BLG1144,Coney Island Beach & Boardwalk-Coney Island Beach Zone 6b-Building,B169-ZN06B,B169,B169-ZN06B,W 22 ST Comfort, , ,BATHROOM,106.4541755,485.066269
"(40.57161978000005, -73.99219562799993)",B169-ZN07A-BLG1145,Coney Island Beach & Boardwalk-Coney Island Beach Zone 7a-Building,B169-ZN07A,B169,B169-ZN07A,W. 27 ST. Comfort, , ,BATHROOM,134.1792136,1011.011061
"(40.57179326700009, -73.99904328799994)",B169-ZN07C-BLG1148,Coney Island Beach & Boardwalk-Coney Island Beach Zone 7c-Building,B169-ZN07C,B169,B169-ZN07C,W. 33 ST Comfort, , ,BATHROOM,100.8084728,538.5578999
"(40.576111765000064, -73.97881339199995)",B296-BLG1151,Luna Park Houses Playground-Building,B296,B296,B296,Luna Park Plgd, , ,BATHROOM,114.4343799,808.2892077
"(40.57363519000006, -73.9927192429999)",B315-BLG1161,Ps 288 Playground-Building,B315,B315,B315,Comfort Station, , ,BATHROOM,82.54355572,425.8395684
"(40.68181707800005, -73.91339239699994)",B110-BLG1182,Marion & Hoparkinson Playground-Building,B110,B110,B110,Comfort Station, , ,BATHROOM,83.22730721,412.4690717
"(40.67452490900007, -73.91201578099992)",B144-BLG1183,Is 55 Playground-Building,B144,B144,B144,Comfort Station, , ,BATHROOM,82.54400158,424.9819967
"(40.66187300900009, -73.91443218799992)",B008-BLG1186,Betsy Head Memorial Playground-Building,B008,B008,B008,Comfort Station, , ,BATHROOM,121.44707,866.5017259
"(40.672746646000064, -73.90935697799995)",B260-BLG1189,Howard Houses Playground & Pool-Building,B260,B260,B260,Comfort Station, , ,BATHROOM,403.2576482,5436.785216
"(40.66732017500004, -73.90739919399994)",B228-BLG1191,Ps 284 Playground-Building,B228,B228,B228,Comfort Station, , ,BATHROOM,96.76017968,559.1868729
"(40.66090473200006, -73.90690349399995)",B339-BLG1192,Ps 41 Playground-Building,B339,B339,B339,Comfort Station, , ,BATHROOM,81.91470424,392.1365939
"(40.656050108000045, -73.90618184599992)",B343-BLG1193,Is 275 Playground Park-Building,B343,B343,B343,Comfort Station, , ,BATHROOM,91.33388612,521.3671581
"(40.66902714000008, -73.91217077499994)",B362-BLG1194,Ps 327 Playground-Building,B362,B362,B362,Comfort Station, , ,BATHROOM,960.3621295,23936.80842
"(40.63842580100004, -73.94743257199991)",B250-BLG1196,Ps 269 Playground-Building,B250,B250,B250,Comfort Station, , ,BATHROOM,85.96665318,461.5764232
"(40.64786487900005, -73.9314104959999)",B234-BLG1198,Playground (tilden)-Building,B234,B234,B234,Comfort Station, , ,BATHROOM,83.59643206,436.7593609
"(40.64919445700008, -73.91403610499992)",B271-BLG1199,Playground-Building,B271,B271,B271,Comfort Station, , ,BATHROOM,82.3825622,424.1524739
"(40.64329340200004, -73.92327807299995)",B285-BLG1200,Harry Maze Memorial Park-Building,B285,B285,B285,Comfort Station, , ,BATHROOM,87.83417516,479.1573248
"(40.658651354000085, -73.92176236099994)",B304-BLG1201,Ps 219 Playground-Building,B304,B304,B304,Comfort Station, , ,BATHROOM,83.11624351,431.540728
"(40.628821291000065, -73.8960533469999)",B018-BLG1203,Canarsie Park-Building,B018,B018,B018,Comfort Station, , ,BATHROOM,301.9957557,4097.950213
"(40.63265416000007, -73.92395221999993)",B248-BLG1205,Ps 251 Playground David A Fox Mem Park-Building,B248,B248,B248,Comfort Station, , ,BATHROOM,81.0460751,409.4026477
"(40.635917953000046, -73.91214499699993)",B335-BLG1206,Jhs 68 Playground-Building,B335,B335,B335,Comfort Station, , ,BATHROOM,83.2605779,433.1643071
"(40.65368311800006, -73.89398471699991)",B247-01-BLG1215,"Ps 260, Breukelen Hses Playground-Breukelen  Playground-Building",B247-01,B247,B247-01,Comfort Station, , ,BATHROOM,86.0101483,462.3543308
"(40.61223276100009, -73.91120121999995)",B329-01-BLG1216,Alex Lindower Park-Lindower-Building,B329-01,B329,B329-01,Comfort Station, , ,BATHROOM,88.24681591,486.5673849
"(40.620357986000045, -73.93722074699991)",B207-BLG1217,Comm Eugene S Sarsfield Playground-Building,B207,B207,B207,EUGENE SARSFIELD PLGD, , ,BATHROOM,88.80329088,492.8187025
"(40.636656661000075, -73.92013370699993)",B236-BLG1219,Glenwood Houses Playground-Building,B236,B236,B236,GLENWOOD PLGD, , ,BATHROOM,86.02793894,462.0041722
"(40.64673878000008, -73.89947837799991)",B342-BLG1220,Ps 242 Playground-Building,B342,B342,B342,Comfort Station, , ,BATHROOM,85.71864589,459.2149848
"(40.63489806000007, -73.88722317299994)",B274-BLG1223,Bay View Houses & Ps 272 Playground-Building,B274,B274,B274,Comfort Station, , ,BATHROOM,86.56690394,468.3453062
"(40.67209862200008, -73.96586864799991)",B159-BLG1257,Mt Prospect Park Playground-Building,B159,B159,B159,Comfort Station, , ,BATHROOM,103.3520818,641.3124657
"(40.62262983800008, -74.07921766099992)",R061-BLG1260,Ps 14 & Stapleton Hses Playground-Building,R061,R061,R061,Comfort Station, , ,BATHROOM,100.0606344,603.2828577
"(40.63742722500007, -74.07481076099992)",R043-BLG1264,Joseph H Lyons Pool-Building,R043,R043,R043,LYONS POOL, , ,BATHROOM,1252.960818,26606.4746
"(40.628188719000036, -74.09907458899994)",R022-BLG1273,Silver Lake Park-Building,R022,R022,R022,Comfort Station, , ,BATHROOM,326.4222957,4148.542156
"(40.63084351400005, -74.16511110599993)",R068-BLG1277,Mariners Harbor Houses Playground-Building,R068,R068,R068,Comfort Station, , ,BATHROOM,183.1681608,1952.074904
"(40.61351291400007, -74.09830248199995)",R069-BLG1278,Ps 35 Playground-Building,R069,R069,R069,Comfort Station, , ,BATHROOM,80.54995949,405.5162212
"(40.62302319600008, -74.1463109579999)",R076-BLG1279,Is 51 Playground-Building,R076,R076,R076,Comfort Station, , ,BATHROOM,85.20911171,453.7782561
"(40.63722073300005, -74.07640724099991)",R024-BLG1286,Tompkinsville Park-Building,R024,R024,R024,Comfort Station, , ,BATHROOM,132.4540062,1203.404002
"(40.64342866000004, -74.08617713899991)",R025-BLG1287,Michael J Mahoney Mem Playground-Building,R025,R025,R025,Comfort Station, , ,BATHROOM,87.12940389,459.0769891
"(40.63372062800005, -74.12905362299995)",R033-BLG1289,Abraham Levy Memorial Park-Building,R033,R033,R033,Comfort Station, , ,BATHROOM,162.2045315,1205.89941
"(40.61466617500008, -74.07392725499994)",R035-BLG1291,Nicholas De Matti Playground-Building,R035,R035,R035,Comfort Station, , ,BATHROOM,152.5361965,1318.606205
"(40.63851307400006, -74.11796001199991)",R109-BLG1292,Lawrence C Thompson Mem Park-Building,R109,R109,R109,Comfort Station, , ,BATHROOM,165.4182591,1001.368107
"(40.63693425800005, -74.11935297499991)",R109-BLG1295,Lawrence C Thompson Mem Park-Building,R109,R109,R109,Comfort Station, , ,BATHROOM,313.8875813,2291.720683
"(40.63699508900004, -74.11879103599995)",R109-BLG1296,Lawrence C Thompson Mem Park-Building,R109,R109,R109,Comfort Station, , ,BATHROOM,270.4641545,1841.81131
"(40.64359388500009, -74.08004371399994)",R111-BLG1297,Nicholas Lia Memorial Park-Building,R111,R111,R111,Comfort Station, , ,BATHROOM,58.4811122,185.7991796
"(40.59778980200008, -74.07125110699991)",R062-BLG1303,Ps 39 Playground-Building,R062,R062,R062,Comfort Station, , ,BATHROOM,84.40503831,445.2338092
"(40.59544637400006, -74.08151142499992)",R063-BLG1304,Ps 46 S Beach Hses Playground-Building,R063,R063,R063,OLD TOWN SCHOOL, , ,BATHROOM,83.39015506,434.5754084
"(40.60869323500009, -74.11950828899995)",R064-BLG1305,Todt Hill Houses Playground-Building,R064,R064,R064,PERTRUDES SCHOOL, , ,BATHROOM,80.67576962,400.2204015
"(40.576543806000075, -74.09947733999991)",R038A-BLG1306,Jhs 2 Playground-Building,R038A,R038A,R038A,Midland Field Comfort, , ,BATHROOM,81.62884613,416.4217184
"(40.585878871000034, -74.10079890299994)",R067-BLG1313,Gen Douglas Macarthur Park-Building,R067,R067,R067,Comfort Station, , ,BATHROOM,85.32489035,454.4203713
"(40.57962645400005, -74.07596922899995)",R046-ZN03-BLG1318,Franklin D. Roosevelt Boardwalk and Beach-South Beach / Zone 3-Building,R046-ZN03,R046,R046-ZN03,SATURN PLAYGROUND, , ,BATHROOM,246.5342803,2409.232087
"(40.589005014000065, -74.06672673199995)",R046-ZN02-BLG1319,Franklin D. Roosevelt Boardwalk and Beach-South Beach / Zone 2-Building,R046-ZN02,R046,R046-ZN02,MIDLAND BEACH, , ,BATHROOM,384.3117618,4721.176442
"(40.582527094000056, -74.12308458699994)",R065-ZN03-BLG1323,The High Rock Nature Center,R065-ZN03,R088,R065-ZN03,The High Rock Nature Center, , ,BATHROOM,297.9488453,3221.991604
